"","Plot","tag","family","genus","specie","Genus.species","Overall_score","Taxonomic_status","Accepted_name","Accepted_author","Accepted_family","Source","Warnings","Accepted_name_lsid","GenusSTM","SpeciesSTM","indexSTM","d13C","d13C_level","d15N","d15N_level","Height","Height_level","LeafArea","LeafArea_level","LCC","LCC_level","LNC","LNC_level","LPC","LPC_level","SeedMass","SeedMass_level","SLA","SLA_level","WoodDensity","WoodDensity_level"
"1250","spd01","1133","Chloranthaceae","","","Hedyosmum cuatrecazanum",1,"Accepted","Hedyosmum cuatrecazanum","Occhioni","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","cuatrecazanum",4556,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"4589","spd01","1134","Lauraceae","","","Indet indet",0.9,"Accepted","Lauraceae","Juss.","Lauraceae","tropicos",NA,NA,"Lauraceae","",4557,-30.619143181,"family",0.000324626624999987,"family",21.22844,"family",9428.00833333333,"family",0.4939942098125,"family",3.02610494052096,"family",0.308324055930556,"family",3.4187502,"family",14.0519568845459,"family",0.558255449735099,"family"
"7091","spd01","1135","Rubiaceae","","","Rudgea foveolata",1,"Synonym","Rudgea verticillata","(Ruiz & Pav.) Spreng.","Rubiaceae","tropicos",NA,NA,"Rudgea","verticillata",4558,-31.820405285814,"family",1.1731788565,"family",1.68841495327103,"family",7099,"genus",0.435780903333333,"genus",2.03724314285714,"genus",0.078399,"genus",0.0442154581497797,"family",19.4402,"genus",0.57,"genus"
"6354","spd01","1137","Phyllanthaceae","","","Hieronima indet",0.88,"Accepted","Hieronyma","Allemão","Phyllanthaceae","tropicos",NA,NA,"Hieronyma","",4559,-30.1153146,"family",2.054351213,"family",15.065,"family",7846,"genus",0.455000154,"family",2.6,"genus",0.965364255647059,"family",0.0514276944444444,"family",29.523,"genus",0.637981573416667,"genus"
"7290","spd01","1138","Sapindaceae","","","Matayba indet",0.9,"Accepted","Matayba","Aubl.","Sapindaceae","tropicos",NA,NA,"Matayba","",4560,-32.78310883,"genus",1.895207142,"genus",19.9177265822785,"family",17354,"species",0.354145,"genus",1.97,"species",0.074128232,"genus",1.00198292207792,"family",10.936,"species",0.75,"genus"
"93","spd01","1139","Alzateaceae","","","Alzatea verticillata",1,"Accepted","Alzatea verticillata","Ruiz & Pav.","Alzateaceae","tropicos",NA,NA,"Alzatea","verticillata",4561,NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family"
"94","spd01","1140","Alzateaceae","","","Alzatea verticillata",1,"Accepted","Alzatea verticillata","Ruiz & Pav.","Alzateaceae","tropicos",NA,NA,"Alzatea","verticillata",4562,NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family"
"3300","spd01","1141","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4563,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"1111","spd01","1142","Caryocaraceae","","","Caryocar indet",0.9,"Accepted","Caryocar","L.","Caryocaraceae","tropicos",NA,NA,"Caryocar","",4564,-29.4,"genus",NA,"family",NA,"family",21521,"genus",NA,"family",8.6775,"genus",NA,"family",33.39335,"genus",14.6295,"genus",0.71,"species"
"241","spd01","1143","Anacardiaceae","","","Tapirira obtusa",1,"Accepted","Tapirira obtusa","(Benth.) J.D. Mitch.","Anacardiaceae","tropicos",NA,NA,"Tapirira","obtusa",4565,-30.363185715,"family",-1.65285526766667,"family",11.7485714285714,"family",22259,"species",0.50176915,"genus",1.65,"species",0.16884,"genus",0.1133,"species",16.905,"species",0.29274,"species"
"335","spd01","1144","Annonaceae","","","Guatteria glauca",1,"Accepted","Guatteria glauca","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","glauca",4566,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",11291.6363636364,"genus",0.4784094912,"genus",2.2352758539375,"genus",0.1010312804,"genus",0.15,"genus",18.680036734,"genus",0.537563430947368,"genus"
"4590","spd01","1145","Lauraceae","","","Indet indet",0.9,"Accepted","Lauraceae","Juss.","Lauraceae","tropicos",NA,NA,"Lauraceae","",4567,-30.619143181,"family",0.000324626624999987,"family",21.22844,"family",9428.00833333333,"family",0.4939942098125,"family",3.02610494052096,"family",0.308324055930556,"family",3.4187502,"family",14.0519568845459,"family",0.558255449735099,"family"
"4591","spd01","1146","Lauraceae","","","Indet indet",0.9,"Accepted","Lauraceae","Juss.","Lauraceae","tropicos",NA,NA,"Lauraceae","",4568,-30.619143181,"family",0.000324626624999987,"family",21.22844,"family",9428.00833333333,"family",0.4939942098125,"family",3.02610494052096,"family",0.308324055930556,"family",3.4187502,"family",14.0519568845459,"family",0.558255449735099,"family"
"7003","spd01","1147","Rubiaceae","","","Faramea bangii",1,"Accepted","Faramea bangii","Rusby","Rubiaceae","tropicos",NA,NA,"Faramea","bangii",4569,-32.8138312425,"genus",1.2672363385,"genus",1.68841495327103,"family",6185.2,"genus",0.421823193954545,"genus",2.23468709836364,"genus",0.079017299,"genus",0.3,"genus",22.2654288232143,"genus",0.58412,"genus"
"6610","spd01","1148","Proteaceae","","","Roupala monosperma",1,"Accepted","Roupala monosperma","(Ruiz & Pav.) I.M. Johnst.","Proteaceae","tropicos",NA,NA,"Roupala","monosperma",4570,-33.087788545,"genus",1.7881844405,"genus",24.3142857142857,"family",12987,"genus",0.48173853725,"genus",1.7429299284,"genus",0.04526251225,"genus",0.047,"genus",11.067455,"genus",0.855090909090909,"genus"
"299","spd01","1149","Annonaceae","","","Guatteria indet",0.9,"Accepted","Guatteria","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","",4571,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",13102.25,"species",0.4784094912,"genus",2.2425,"species",0.1010312804,"genus",0.15,"genus",19.5305,"species",0.537563430947368,"genus"
"8","spd01","1150","Indet","","","Indet indet",0,"","","","","",NA,NA,"","",4572,NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family"
"5755","spd01","1151","Meliaceae","","","Trichilia indet",0.9,"Accepted","Trichilia","P. Browne","Meliaceae","tropicos",NA,NA,"Trichilia","",4573,-30.8,"species",1.82708575,"family",28.0499428571429,"family",7263,"species",0.467021777777778,"genus",9.895,"species",0.165695892916667,"genus",0.446970769230769,"genus",22.127,"species",0.74125,"species"
"4592","spd01","1152","Lauraceae","","","Indet indet",0.9,"Accepted","Lauraceae","Juss.","Lauraceae","tropicos",NA,NA,"Lauraceae","",4574,-30.619143181,"family",0.000324626624999987,"family",21.22844,"family",9428.00833333333,"family",0.4939942098125,"family",3.02610494052096,"family",0.308324055930556,"family",3.4187502,"family",14.0519568845459,"family",0.558255449735099,"family"
"6602","spd01","1153","Primulaceae","","","Myrsine youngii",1,"Accepted","Myrsine youngii","Pipoly","Primulaceae","tropicos",NA,NA,"Myrsine","youngii",4575,-32.92076482,"family",0.288359415111111,"family",16.572,"genus",3270,"genus",0.47954166675,"genus",4.8366666667,"genus",0.600776410526316,"genus",6.0065225,"genus",13.016717641,"genus",0.645869166666667,"genus"
"2983","spd01","1154","Cunoniaceae","","","Weinmannia pinnata",1,"Accepted","Weinmannia pinnata","L.","Cunoniaceae","tropicos;usda",NA,NA,"Weinmannia","pinnata",4576,NA,"family",NA,"family",33.93,"family",NA,"family",0.471818806555556,"genus",1.6391227907,"genus",0.0932053333333333,"genus",0.00015,"genus",10.723177271,"genus",0.637438600785714,"genus"
"242","spd01","1155","Anacardiaceae","","","Tapirira obtusa",1,"Accepted","Tapirira obtusa","(Benth.) J.D. Mitch.","Anacardiaceae","tropicos",NA,NA,"Tapirira","obtusa",4577,-30.363185715,"family",-1.65285526766667,"family",11.7485714285714,"family",22259,"species",0.50176915,"genus",1.65,"species",0.16884,"genus",0.1133,"species",16.905,"species",0.29274,"species"
"7057","spd01","1156","Rubiaceae","","","Isertia laevis",1,"Accepted","Isertia laevis","(Triana) B.M. Boom","Rubiaceae","tropicos",NA,NA,"Isertia","laevis",4578,-31.820405285814,"family",1.1731788565,"family",1.68841495327103,"family",11901.0287019066,"family",0.443421222873684,"family",3.06827766907763,"family",0.220241840097744,"family",0.0442154581497797,"family",21.5535014397801,"family",0.52,"species"
"6603","spd01","1157","Primulaceae","","","Myrsine youngii",1,"Accepted","Myrsine youngii","Pipoly","Primulaceae","tropicos",NA,NA,"Myrsine","youngii",4579,-32.92076482,"family",0.288359415111111,"family",16.572,"genus",3270,"genus",0.47954166675,"genus",4.8366666667,"genus",0.600776410526316,"genus",6.0065225,"genus",13.016717641,"genus",0.645869166666667,"genus"
"7152","spd01","1158","Sabiaceae","","","Meliosma indet",0.9,"Accepted","Meliosma","Blume","Sabiaceae","tropicos",NA,NA,"Meliosma","",4580,-34.42609177,"genus",0.574624708,"genus",NA,"family",15039,"species",0.427484882888889,"genus",2.22,"species",0.120546721777778,"genus",0.12369,"genus",16.12,"species",0.4,"species"
"4188","spd01","1159","Fabaceae","","","Inga indet",0.9,"Accepted","Inga","Mill.","Fabaceae","tropicos",NA,NA,"Inga","",4581,-32.632200394,"species",1.8979735352,"species",25,"genus",3262.6,"species",0.4639729806,"species",3.16602101777778,"species",0.1364861174,"species",1.03,"species",24.4801355875,"species",0.61,"species"
"6206","spd01","1160","Myrtaceae","","","Myrcia fallax",1,"Accepted","Myrcia fallax","(Rich.) DC.","Myrtaceae","tropicos;usda",NA,NA,"Myrcia","fallax",4582,-34.1240861511111,"family",0.700275030777778,"family",17.8479,"family",4257.71428571429,"genus",0.431588885,"genus",1.711465,"genus",0.0738065,"genus",0.158323333333333,"genus",16.70793125,"genus",0.82,"species"
"5880","spd01","1161","Moraceae","","","Clarisia indet",0.9,"Accepted","Clarisia","Ruiz & Pav.","Moraceae","tropicos",NA,NA,"Clarisia","",4583,-31.2342918646667,"family",1.36196280090909,"family",25.4408761904762,"family",4167,"species",0.417894513192308,"family",2.42,"species",0.1137,"species",1.64625,"genus",17.3453424763333,"species",0.577756763652174,"species"
"7004","spd01","1162","Rubiaceae","","","Faramea bangii",1,"Accepted","Faramea bangii","Rusby","Rubiaceae","tropicos",NA,NA,"Faramea","bangii",4584,-32.8138312425,"genus",1.2672363385,"genus",1.68841495327103,"family",6185.2,"genus",0.421823193954545,"genus",2.23468709836364,"genus",0.079017299,"genus",0.3,"genus",22.2654288232143,"genus",0.58412,"genus"
"5908","spd01","1163","Moraceae","","","Ficus americana",1,"Accepted","Ficus americana","Aubl.","Moraceae","tropicos;usda",NA,NA,"Ficus","americana",4585,-29.5171799466667,"genus",2.392496431,"genus",35.5241714285714,"genus",13263.8571428571,"genus",0.413995438,"genus",2.57826904815152,"genus",0.192423034045455,"genus",1e-04,"species",13.2746706224054,"genus",0.389666666666667,"species"
"5909","spd01","1164","Moraceae","","","Ficus americana",1,"Accepted","Ficus americana","Aubl.","Moraceae","tropicos;usda",NA,NA,"Ficus","americana",4586,-29.5171799466667,"genus",2.392496431,"genus",35.5241714285714,"genus",13263.8571428571,"genus",0.413995438,"genus",2.57826904815152,"genus",0.192423034045455,"genus",1e-04,"species",13.2746706224054,"genus",0.389666666666667,"species"
"336","spd01","1165","Annonaceae","","","Guatteria glauca",1,"Accepted","Guatteria glauca","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","glauca",4587,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",11291.6363636364,"genus",0.4784094912,"genus",2.2352758539375,"genus",0.1010312804,"genus",0.15,"genus",18.680036734,"genus",0.537563430947368,"genus"
"4593","spd01","1166","Lauraceae","","","Indet indet",0.9,"Accepted","Lauraceae","Juss.","Lauraceae","tropicos",NA,NA,"Lauraceae","",4588,-30.619143181,"family",0.000324626624999987,"family",21.22844,"family",9428.00833333333,"family",0.4939942098125,"family",3.02610494052096,"family",0.308324055930556,"family",3.4187502,"family",14.0519568845459,"family",0.558255449735099,"family"
"5024","spd01","1167","Magnoliaceae","","","Talauma amazonica",1,"Synonym","Magnolia amazonica","(Ducke) Govaerts","Magnoliaceae","tropicos",NA,NA,"Magnolia","amazonica",4589,-34.4,"family",2.9,"family",24.0792,"genus",5996.36363636364,"genus",0.45786813925,"genus",1.87455525607143,"genus",0.0931481666666667,"genus",0.186274,"genus",10.4775488878276,"genus",0.489126666666667,"genus"
"243","spd01","1168","Anacardiaceae","","","Tapirira obtusa",1,"Accepted","Tapirira obtusa","(Benth.) J.D. Mitch.","Anacardiaceae","tropicos",NA,NA,"Tapirira","obtusa",4590,-30.363185715,"family",-1.65285526766667,"family",11.7485714285714,"family",22259,"species",0.50176915,"genus",1.65,"species",0.16884,"genus",0.1133,"species",16.905,"species",0.29274,"species"
"95","spd01","1169","Alzateaceae","","","Alzatea verticillata",1,"Accepted","Alzatea verticillata","Ruiz & Pav.","Alzateaceae","tropicos",NA,NA,"Alzatea","verticillata",4591,NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family"
"3301","spd01","1170","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4592,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"337","spd01","1171","Annonaceae","","","Guatteria glauca",1,"Accepted","Guatteria glauca","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","glauca",4593,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",11291.6363636364,"genus",0.4784094912,"genus",2.2352758539375,"genus",0.1010312804,"genus",0.15,"genus",18.680036734,"genus",0.537563430947368,"genus"
"7814","spd01","1172","Urticaceae","","","Cecropia angustifolia",1,"Accepted","Cecropia angustifolia","Trécul","Urticaceae","tropicos",NA,NA,"Cecropia","angustifolia",4594,-32.608241425,"genus",2.205206369,"genus",33,"genus",71570.625,"genus",0.404681,"genus",2.55771428571429,"genus",0.150290186,"genus",0.000933333333333333,"genus",20.0959304192308,"genus",0.340395420275862,"genus"
"3789","spd01","1173","Erythroxylaceae","","","Erythroxylum squamatum",1,"Accepted","Erythroxylum squamatum","Sw.","Erythroxylaceae","tropicos",NA,NA,"Erythroxylum","squamatum",4595,-32.9945723,"genus",2.843456912,"genus",NA,"family",3807,"species",0.434458232,"genus",1.89,"species",0.1418105484,"genus",0.048069,"genus",15.4,"species",0.71,"species"
"6388","spd01","1174","Phyllanthaceae","","","Phyllanthus attenuatus",1,"Accepted","Phyllanthus attenuatus","Miq.","Phyllanthaceae","tropicos",NA,NA,"Phyllanthus","attenuatus",4596,-30.1153146,"family",2.054351213,"family",15.065,"family",2544,"species",0.455000154,"family",2.46,"species",1.7,"genus",0.044793,"genus",24.031,"species",0.605426,"genus"
"96","spd01","1175","Alzateaceae","","","Alzatea verticillata",1,"Accepted","Alzatea verticillata","Ruiz & Pav.","Alzateaceae","tropicos",NA,NA,"Alzatea","verticillata",4597,NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family"
"474","spd01","1176","Aquifoliaceae","","","Ilex gabrielleana",1,"Accepted","Ilex gabrielleana","Loizeau & Spichiger","Aquifoliaceae","tropicos",NA,NA,"Ilex","gabrielleana",4598,-31.93319847,"genus",1.263068979,"genus",12.1400827586207,"genus",1102.91212121212,"genus",0.478143957736842,"genus",2.15025992211905,"genus",0.231284111333333,"genus",0.0175723333333333,"genus",11.9937042964828,"genus",0.552598951612903,"genus"
"3302","spd01","1177","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4599,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"6195","spd01","1178","Myrtaceae","","","Eugenia florida",1,"Accepted","Eugenia florida","DC.","Myrtaceae","tropicos",NA,NA,"Eugenia","florida",4600,-34.00115434,"genus",0.983317631583333,"genus",8,"species",3814,"species",0.4760686076,"genus",1.615,"species",0.0958686979285714,"genus",1.30662326315789,"genus",15.9755,"species",0.681333333333333,"species"
"338","spd01","1179","Annonaceae","","","Guatteria glauca",1,"Accepted","Guatteria glauca","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","glauca",4601,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",11291.6363636364,"genus",0.4784094912,"genus",2.2352758539375,"genus",0.1010312804,"genus",0.15,"genus",18.680036734,"genus",0.537563430947368,"genus"
"3303","spd01","1180","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4602,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"64","spd01","1181","Adoxaceae","","","Viburnum hallii",1,"Accepted","Viburnum hallii","(Oerst.) Killip & A.C. Sm.","Adoxaceae","tropicos",NA,NA,"Viburnum","hallii",4603,NA,"family",NA,"family",5.668096,"genus",2350.45196984848,"genus",0.4759656912,"genus",1.80564073781818,"genus",0.41445206668,"genus",0.0307756,"genus",16.894260153902,"genus",0.63112,"genus"
"97","spd01","1182","Alzateaceae","","","Alzatea verticillata",1,"Accepted","Alzatea verticillata","Ruiz & Pav.","Alzateaceae","tropicos",NA,NA,"Alzatea","verticillata",4604,NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family",NA,"family"
"168","spd01","1183","Anacardiaceae","","","Tapirira indet",0.9,"Accepted","Tapirira","Aubl.","Anacardiaceae","tropicos",NA,NA,"Tapirira","",4605,-30.363185715,"family",-1.65285526766667,"family",11.7485714285714,"family",13522.6666666667,"genus",0.50176915,"genus",1.824408,"genus",0.16884,"genus",0.396433333333333,"genus",15.723215,"genus",0.438757037,"genus"
"169","spd01","1184","Anacardiaceae","","","Tapirira indet",0.9,"Accepted","Tapirira","Aubl.","Anacardiaceae","tropicos",NA,NA,"Tapirira","",4606,-30.363185715,"family",-1.65285526766667,"family",11.7485714285714,"family",13522.6666666667,"genus",0.50176915,"genus",1.824408,"genus",0.16884,"genus",0.396433333333333,"genus",15.723215,"genus",0.438757037,"genus"
"339","spd01","1185","Annonaceae","","","Guatteria glauca",1,"Accepted","Guatteria glauca","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","glauca",4607,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",11291.6363636364,"genus",0.4784094912,"genus",2.2352758539375,"genus",0.1010312804,"genus",0.15,"genus",18.680036734,"genus",0.537563430947368,"genus"
"3819","spd01","1186","Euphorbiaceae","","","Alchornea indet",0.9,"Accepted","Alchornea","Sw.","Euphorbiaceae","tropicos",NA,NA,"Alchornea","",4608,-31.9683511082353,"family",1.23970437633333,"family",3.64215945945946,"family",2803,"genus",0.45977515,"genus",5.931144,"genus",1.01224425,"genus",0.0323571428571429,"genus",19.1320874575,"genus",0.412844736842105,"genus"
"6389","spd01","1187","Phyllanthaceae","","","Phyllanthus attenuatus",1,"Accepted","Phyllanthus attenuatus","Miq.","Phyllanthaceae","tropicos",NA,NA,"Phyllanthus","attenuatus",4609,-30.1153146,"family",2.054351213,"family",15.065,"family",2544,"species",0.455000154,"family",2.46,"species",1.7,"genus",0.044793,"genus",24.031,"species",0.605426,"genus"
"1028","spd01","1188","Burseraceae","","","Trattinnickia burserifolia",1,"Accepted","Trattinnickia burserifolia","Mart.","Burseraceae","tropicos",NA,NA,"Trattinnickia","burserifolia",4610,-32.1169674028571,"family",0.300778079333333,"family",11.2776,"family",7260.5,"genus",0.460452394,"family",2.4,"genus",0.2085456969,"family",0.285,"genus",23.3603333333333,"genus",0.46,"species"
"170","spd01","1189","Anacardiaceae","","","Tapirira indet",0.9,"Accepted","Tapirira","Aubl.","Anacardiaceae","tropicos",NA,NA,"Tapirira","",4611,-30.363185715,"family",-1.65285526766667,"family",11.7485714285714,"family",13522.6666666667,"genus",0.50176915,"genus",1.824408,"genus",0.16884,"genus",0.396433333333333,"genus",15.723215,"genus",0.438757037,"genus"
"4189","spd01","1190","Fabaceae","","","Inga indet",0.9,"Accepted","Inga","Mill.","Fabaceae","tropicos",NA,NA,"Inga","",4612,-32.632200394,"species",1.8979735352,"species",25,"genus",3262.6,"species",0.4639729806,"species",3.16602101777778,"species",0.1364861174,"species",1.03,"species",24.4801355875,"species",0.61,"species"
"300","spd01","1191","Annonaceae","","","Guatteria indet",0.9,"Accepted","Guatteria","Ruiz & Pav.","Annonaceae","tropicos",NA,NA,"Guatteria","",4613,-34.53649094,"genus",1.80660141,"genus",12.9822,"family",13102.25,"species",0.4784094912,"genus",2.2425,"species",0.1010312804,"genus",0.15,"genus",19.5305,"species",0.537563430947368,"genus"
"3304","spd01","1192","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4614,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3305","spd01","1193","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4615,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3306","spd01","1194","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4616,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3307","spd01","1195","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4617,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"995","spd01","1196","Burseraceae","","","Protium montanum",1,"Accepted","Protium montanum","Swart","Burseraceae","tropicos",NA,NA,"Protium","montanum",4618,-33.1975289925,"genus",0.314304175,"genus",11.2776,"family",12005.6666666667,"genus",0.468560182,"genus",2.9183858085,"genus",0.0672263675,"genus",1.123511,"genus",14.5095984557143,"genus",0.575704113793103,"genus"
"7153","spd01","1197","Sabiaceae","","","Meliosma indet",0.9,"Accepted","Meliosma","Blume","Sabiaceae","tropicos",NA,NA,"Meliosma","",4619,-34.42609177,"genus",0.574624708,"genus",NA,"family",15039,"species",0.427484882888889,"genus",2.22,"species",0.120546721777778,"genus",0.12369,"genus",16.12,"species",0.4,"species"
"6046","spd01","1198","Moraceae","","","Pseudolmedia rigida",1,"Accepted","Pseudolmedia rigida","(Klotzsch & H. Karst.) Cuatrec.","Moraceae","tropicos",NA,NA,"Pseudolmedia","rigida",4620,-31.2342918646667,"family",1.36196280090909,"family",35,"genus",4329,"species",0.44052038,"genus",1.62,"species",0.0926925,"genus",0.878613333333333,"genus",16.495,"species",0.6400361905,"species"
"7154","spd01","1199","Sabiaceae","","","Meliosma indet",0.9,"Accepted","Meliosma","Blume","Sabiaceae","tropicos",NA,NA,"Meliosma","",4621,-34.42609177,"genus",0.574624708,"genus",NA,"family",15039,"species",0.427484882888889,"genus",2.22,"species",0.120546721777778,"genus",0.12369,"genus",16.12,"species",0.4,"species"
"3308","spd01","1200","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4622,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3309","spd01","1201","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4623,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3310","spd01","1202","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4624,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3311","spd01","1203","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4625,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"6992","spd01","1204","Rubiaceae","","","Elaeagia mariae",1,"Accepted","Elaeagia mariae","Wedd.","Rubiaceae","tropicos",NA,NA,"Elaeagia","mariae",4626,-33.6901398733333,"genus",1.7286306,"genus",1.68841495327103,"family",11901.0287019066,"family",0.440101,"genus",3.38423333333333,"genus",0.101547517,"genus",0.0442154581497797,"family",38.3343323166667,"genus",0.637091159761658,"family"
"5910","spd01","1205","Moraceae","","","Ficus americana",1,"Accepted","Ficus americana","Aubl.","Moraceae","tropicos;usda",NA,NA,"Ficus","americana",4627,-29.5171799466667,"genus",2.392496431,"genus",35.5241714285714,"genus",13263.8571428571,"genus",0.413995438,"genus",2.57826904815152,"genus",0.192423034045455,"genus",1e-04,"species",13.2746706224054,"genus",0.389666666666667,"species"
"3312","spd01","1206","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4628,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"3313","spd01","1207","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4629,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
"4803","spd01","1208","Lauraceae","","","Ocotea indet",0.9,"Accepted","Ocotea","Aubl.","Lauraceae","tropicos",NA,NA,"Ocotea","",4630,-33.7,"species",-0.1,"species",23.5,"species",9229.14285714286,"species",0.50113,"species",2.35833333333333,"species",0.0913364286,"species",4.017398,"genus",12.9459905864286,"species",0.425,"species"
"3790","spd01","1209","Erythroxylaceae","","","Erythroxylum squamatum",1,"Accepted","Erythroxylum squamatum","Sw.","Erythroxylaceae","tropicos",NA,NA,"Erythroxylum","squamatum",4631,-32.9945723,"genus",2.843456912,"genus",NA,"family",3807,"species",0.434458232,"genus",1.89,"species",0.1418105484,"genus",0.048069,"genus",15.4,"species",0.71,"species"
"3314","spd01","1210","Cyatheaceae","","","Cyathea indet",0.9,"Accepted","Cyathea","Sm.","Cyatheaceae","tropicos",NA,NA,"Cyathea","",4632,NA,"family",NA,"family",NA,"family",NA,"family",0.464097252,"species",2.5641424,"species",0.2065348,"species",NA,"family",25.217937346,"species",NA,"family"
